"","seqnames","start","end","width","strand","fold_change","negative_log10(pvalue)","SYMBOL","annotation","annotation_TSS"
"11499","chr14",69804420,69806128,1709,"*",5.73693,26.47931,"Rhobtb2","Promoter","TSS"
"11500","chr14",69812481,69814317,1837,"*",4.24214,14.53167,"Rhobtb2","Exon","Exon"
"11501","chr14",69830613,69831893,1281,"*",5.15157,22.73961,"Rhobtb2","Intergenic","enhancer"
"11502","chr14",69861201,69862349,1149,"*",5.10195,19.30834,"Pebp4","Intron","Intron"
"11503","chr14",70055014,70057595,2582,"*",8.20314,46.06163,"Egr3","Intron","Intron"
"11504","chr14",70061436,70062447,1012,"*",5.20199,20.06426,"Egr3","Intergenic","enhancer"
"11505","chr14",70065534,70069204,3671,"*",7.00268,34.94259,"Egr3","Intergenic","enhancer"
"11506","chr14",70074111,70075885,1775,"*",5.09194,20.33789,"Egr3","Promoter","TSS"
"11507","chr14",70099239,70101496,2258,"*",5.87564,36.44357,"Bin3","Promoter","TSS"
"11508","chr14",70152307,70153703,1397,"*",5.91148,29.68533,"Ccar2","Promoter","TSS"
"11509","chr14",70173590,70175764,2175,"*",6.01031,35.54317,"Pdlim2","Promoter","TSS"
"11510","chr14",70179507,70181185,1679,"*",4.75377,29.86175,"Pdlim2","Promoter","TSS"
"11511","chr14",70288830,70290250,1421,"*",3.54452,11.26907,"Ppp3cc","Promoter","TSS"
"11512","chr14",70442482,70444037,1556,"*",7.14729,44.17702,"Polr3d","Promoter","TSS"
"11513","chr14",70519305,70520697,1393,"*",4.69432,16.34567,"Bmp1","Promoter","TSS"
"11514","chr14",70543777,70547198,3422,"*",4.98736,28.26135,"Reep4","Promoter","TSS"
"11515","chr14",70576964,70578854,1891,"*",6.20237,28.0366,"Nudt18","Promoter","TSS"
"11516","chr14",70765615,70768724,3110,"*",5.11681,23.65697,"Xpo7","Promoter","TSS"
"11517","chr14",70774413,70777314,2902,"*",8.97005,55.45641,"Dok2","Promoter","TSS"
"11518","chr14",72708543,72711421,2879,"*",4.09928,17.62222,"Fndc3a","Promoter","TSS"
"11519","chr14",72887980,72889108,1129,"*",3.09612,6.84788,"Gm9199","Intergenic","enhancer"
"11520","chr14",73057356,73059210,1855,"*",3.68396,11.14093,"Cysltr2","Intergenic","enhancer"
"11521","chr14",73142599,73144290,1692,"*",6.90264,34.0548,"Rcbtb2","Promoter","TSS"
"11522","chr14",73324255,73326590,2336,"*",5.60214,23.16358,"Rb1","Promoter","TSS"
"11523","chr14",73370285,73371479,1195,"*",3.80145,10.33091,"Itm2b","Promoter","TSS"
"11524","chr14",73384374,73385505,1132,"*",6.09603,31.37528,"Itm2b","Promoter","TSS"
"11525","chr14",73397742,73398928,1187,"*",8.1031,45.10534,"Itm2b","Intergenic","enhancer"
"11526","chr14",74645487,74646958,1472,"*",3.07506,8.70253,"Htr2a","Intron","Intron"
"11527","chr14",74731798,74733090,1293,"*",4.46706,17.94001,"Esd","Promoter","TSS"
"11528","chr14",74846744,74848161,1418,"*",3.00115,5.76037,"Lrch1","Intron","Intron"
"11529","chr14",74946355,74948969,2615,"*",5.90226,25.56767,"Lrch1","Promoter","TSS"
"11530","chr14",75176956,75181198,4243,"*",5.90226,25.56767,"Lcp1","Intron","Intron"
"11531","chr14",75283676,75285023,1348,"*",4.1779,17.16002,"Zc3h13","Promoter","TSS"
"11532","chr14",75786295,75788540,2246,"*",8.9034,52.90598,"Slc25a30","Promoter","TSS"
"11533","chr14",75789434,75791265,1832,"*",3.4013,7.93802,"Slc25a30","Promoter","TSS"
"11534","chr14",75804036,75805294,1259,"*",2.66165,4.75961,"Slc25a30","Intergenic","enhancer"
"11535","chr14",75833661,75835674,2014,"*",7.12855,50.78656,"Gm4285","Intergenic","enhancer"
"11536","chr14",75844459,75847060,2602,"*",5.00843,20.33882,"Gm4285","Promoter","TSS"
"11537","chr14",76009024,76011798,2775,"*",4.894,20.53237,"Gtf2f2","Promoter","TSS"
"11538","chr14",76110025,76111860,1836,"*",5.20199,20.06426,"Nufip1","Promoter","TSS"
"11539","chr14",76413904,76416860,2957,"*",5.10195,19.30834,"Tsc22d1","Promoter","TSS"
"11540","chr14",76476256,76480726,4471,"*",5.80222,24.75959,"Tsc22d1","Intron","Intron"
"11541","chr14",76504262,76506077,1816,"*",2.08048,2.24284,"Tsc22d1","Promoter","TSS"
"11542","chr14",77035904,77037603,1700,"*",3.46746,10.6928,"Ccdc122","Promoter","TSS"
"11543","chr14",78434454,78435580,1127,"*",4.90187,17.82326,"Akap11","Intergenic","enhancer"
"11544","chr14",78453418,78456476,3059,"*",4.94375,18.67707,"Akap11","Intergenic","enhancer"
"11545","chr14",78536481,78537894,1414,"*",4.0354,13.66526,"Akap11","Promoter","TSS"
"11546","chr14",78848812,78849717,906,"*",3.49439,11.97359,"Vwa8","Promoter","TSS"
"11547","chr14",79300262,79302127,1866,"*",9.63151,63.0811,"Rgcc","Promoter","TSS"
"11548","chr14",79389792,79391308,1517,"*",5.5021,22.37506,"Naa16","Promoter","TSS"
"11549","chr14",79479399,79487568,8170,"*",10.50401,69.43307,"Elf1","Promoter","TSS"
"11550","chr14",79515118,79517625,2508,"*",6.30241,28.87307,"Elf1","Promoter","TSS"
"11551","chr14",79518564,79519938,1375,"*",5.30203,20.82874,"Elf1","Promoter","TSS"
"11552","chr14",79521059,79523070,2012,"*",3.91568,12.08678,"Elf1","Intron","Intron"
"11553","chr14",79532080,79539304,7225,"*",6.60252,31.43245,"Elf1","Exon","Exon"
"11554","chr14",79586593,79588891,2299,"*",5.40206,21.59586,"Sugt1","Promoter","TSS"
"11555","chr14",87139728,87141147,1420,"*",6.69595,59.6234,"Diaph3","Promoter","TSS"
"11556","chr14",87415530,87417898,2369,"*",5.40206,21.59586,"Tdrd3","Promoter","TSS"
"11557","chr14",95150433,95278296,127864,"*",4.60176,15.65803,"4921530L21Rik","Intergenic","enhancer"
"11558","chr14",99043170,99046979,3810,"*",6.90264,34.0548,"Mzt1","Promoter","TSS"
"11559","chr14",99098712,99100309,1598,"*",8.9034,52.90598,"Pibf1","Promoter","TSS"
"11560","chr14",101607542,101609198,1657,"*",6.01005,27.24167,"Tbc1d4","Promoter","TSS"
"11561","chr14",103345522,103350127,4606,"*",8.50325,48.96291,"Mycbp2","Promoter","TSS"
"11562","chr14",105175270,105177816,2547,"*",5.40206,21.59586,"Rbm26","Promoter","TSS"
"11563","chr14",105894762,105896552,1791,"*",3.90149,10.95925,"Spry2","Promoter","TSS"
"11564","chr14",115042358,115043925,1568,"*",3.4013,7.93802,"Mir18","Promoter","TSS"
"11565","chr14",118089019,118090166,1148,"*",3.64461,14.41045,"Dct","Exon","Exon"
"11566","chr14",118937059,118938545,1487,"*",6.60252,31.43245,"Dnajc3","Promoter","TSS"
"11567","chr14",120275198,120279697,4500,"*",3.80658,15.27003,"Mbnl2","Promoter","TSS"
"11568","chr14",120477103,120479319,2217,"*",3.49587,13.60398,"Rap2a","Promoter","TSS"
"11569","chr14",120572127,120573243,1117,"*",3.90149,10.95925,"Rap2a","Intergenic","enhancer"
"11570","chr14",120910187,120912549,2363,"*",6.88247,34.90283,"Ipo5","Promoter","TSS"
"11571","chr14",121365623,121368025,2403,"*",5.31022,21.96955,"Stk24","Intron","Intron"
"11572","chr14",121376783,121380306,3524,"*",6.40245,29.71817,"Stk24","Promoter","TSS"
"11573","chr14",121877733,121879342,1610,"*",5.60214,23.16358,"Ubac2","Promoter","TSS"
"11574","chr14",122104504,122108054,3551,"*",5.00873,30.8397,"A330035P11Rik","Promoter","TSS"
"11575","chr14",122180360,122183003,2644,"*",4.30424,19.57777,"Clybl","Promoter","TSS"
"11576","chr14",122533579,122534889,1311,"*",6.90264,34.0548,"Pcca","Promoter","TSS"
"11577","chr14",122982520,122984105,1586,"*",5.39743,24.96093,"Tmtc4","Promoter","TSS"
"11578","chr14",122985261,122986331,1071,"*",2.83337,5.71469,"Tmtc4","Promoter","TSS"
"11579","chr15",3995323,3996402,1080,"*",4.00153,11.59966,"AW549877","Promoter","TSS"
"11580","chr15",4026150,4027998,1849,"*",3.53326,14.04809,"BC037032","Promoter","TSS"
"11581","chr15",5115608,5119393,3786,"*",5.74865,44.52566,"Snord72","Promoter","TSS"
"11582","chr15",5184364,5187344,2981,"*",5.60214,23.16358,"Ttc33","Promoter","TSS"
"11583","chr15",5237515,5238515,1001,"*",4.50172,14.95572,"Ptger4","Intron","Intron"
"11584","chr15",5239501,5240553,1053,"*",3.20122,6.8211,"Ptger4","Intron","Intron"
"11585","chr15",6707351,6709629,2279,"*",2.88959,9.94657,"Rictor","Promoter","TSS"
"11586","chr15",8108545,8110965,2421,"*",5.40206,21.59586,"Nup155","Promoter","TSS"
"11587","chr15",8168222,8169449,1228,"*",6.90264,34.0548,"Cplane1","Promoter","TSS"
"11588","chr15",8442149,8447116,4968,"*",7.80298,42.26715,"Nipbl","Promoter","TSS"
"11589","chr15",9070139,9072275,2137,"*",8.40321,47.99071,"Nadk2","Promoter","TSS"
"11590","chr15",9139451,9141291,1841,"*",7.20275,36.73867,"Skp2","Promoter","TSS"
"11591","chr15",10484115,10487312,3198,"*",6.60252,31.43245,"Rad1","Promoter","TSS"
"11592","chr15",11994617,11995976,1360,"*",4.31506,17.53451,"Sub1","Promoter","TSS"
"11593","chr15",12009809,12010702,894,"*",4.50172,14.95572,"Sub1","Intergenic","enhancer"
"11594","chr15",12036957,12038274,1318,"*",3.11072,11.82654,"Sub1","Intergenic","enhancer"
"11595","chr15",12116216,12119249,3034,"*",3.30089,14.67409,"Zfr","Promoter","TSS"
"11596","chr15",12194036,12196316,2281,"*",5.30203,20.82874,"Mtmr12","Intergenic","enhancer"
"11597","chr15",12203940,12206316,2377,"*",5.00843,20.33882,"Mtmr12","Promoter","TSS"
"11598","chr15",12306457,12307742,1286,"*",3.4013,7.93802,"Golph3","Intergenic","enhancer"
"11599","chr15",12320945,12323245,2301,"*",4.23184,20.95427,"Golph3","Promoter","TSS"
"11600","chr15",12823933,12825768,1836,"*",5.20199,20.06426,"Drosha","Promoter","TSS"
"11601","chr15",25842527,25843991,1465,"*",6.60252,31.43245,"Retreg1","Promoter","TSS"
"11602","chr15",25884647,25885683,1037,"*",3.4013,7.93802,"Retreg1","Intron","Intron"
"11603","chr15",25932517,25933838,1322,"*",5.83294,31.73949,"Retreg1","Promoter","TSS"
"11604","chr15",25983549,25986143,2595,"*",6.82967,36.52452,"Zfp622","Promoter","TSS"
"11605","chr15",27629076,27631258,2183,"*",4.37099,15.36447,"Otulin","Promoter","TSS"
"11606","chr15",27724064,27726151,2088,"*",8.00306,44.15351,"Trio","Intergenic","enhancer"
"11607","chr15",27782808,27784343,1536,"*",5.8856,29.15389,"Trio","Intron","Intron"
"11608","chr15",27870883,27872336,1454,"*",4.20161,12.91118,"Trio","Exon","Exon"
"11609","chr15",28648694,28844533,195840,"*",3.70141,9.71407,"Dnah5","Intergenic","enhancer"
"11610","chr15",31223725,31225297,1573,"*",6.09603,31.37528,"Dap","Promoter","TSS"
"11611","chr15",31348727,31350491,1765,"*",4.98107,24.39934,"Ankrd33b","Intron","Intron"
"11612","chr15",31409740,31411272,1533,"*",4.60176,15.65803,"Ankrd33b","Intergenic","enhancer"
"11613","chr15",31417204,31419101,1898,"*",8.28667,51.23236,"Ropn1l","Intergenic","enhancer"
"11614","chr15",31451755,31454052,2298,"*",4.7018,16.37087,"Ropn1l","Promoter","TSS"
"11615","chr15",31530101,31532090,1990,"*",5.14952,20.5778,"March6","Promoter","TSS"
"11616","chr15",31534572,31535476,905,"*",2.80107,4.75649,"March6","Intergenic","enhancer"
"11617","chr15",31599170,31602370,3201,"*",6.76821,38.08183,"Cct5","Promoter","TSS"
"11618","chr15",34081889,34084652,2764,"*",4.48833,25.55607,"Mtdh","Promoter","TSS"
"11619","chr15",34441245,34444322,3078,"*",6.49754,37.21148,"Rpl30","Promoter","TSS"
"11620","chr15",34494672,34496259,1588,"*",6.20237,28.0366,"Rida","Promoter","TSS"
"11621","chr15",35459465,35584130,124666,"*",14.80566,118.71196,"Mir599","Exon","Exon"
"11622","chr15",36173422,36174716,1295,"*",4.30164,13.58198,"Polr2k","Promoter","TSS"
"11623","chr15",36282219,36283746,1528,"*",5.32329,24.2501,"Rnf19a","Promoter","TSS"
"11624","chr15",36455252,36457343,2092,"*",5.5019,23.91098,"Ankrd46","Intergenic","enhancer"
"11625","chr15",36561446,36562539,1094,"*",5.4155,23.91776,"Snx31","Intergenic","enhancer"
"11626","chr15",36606937,36608785,1849,"*",5.00191,18.5605,"Pabpc1","Promoter","TSS"
"11627","chr15",36647882,36649578,1697,"*",3.90149,10.95925,"Pabpc1","Intergenic","enhancer"
"11628","chr15",36729287,36730985,1699,"*",4.34035,14.32977,"Ywhaz","Intergenic","enhancer"
"11629","chr15",36791235,36794951,3717,"*",4.15017,25.64091,"Ywhaz","Promoter","TSS"
"11630","chr15",36843146,36844166,1021,"*",2.65588,4.75251,"Ywhaz","Intergenic","enhancer"
"11631","chr15",36865805,36866823,1019,"*",2.82509,6.52091,"Ywhaz","Intergenic","enhancer"
"11632","chr15",36878740,36879797,1058,"*",6.67912,35.38007,"Ywhaz","Intergenic","enhancer"
"11633","chr15",37005024,37008121,3098,"*",5.06571,21.99554,"Zfp706","Promoter","TSS"
"11634","chr15",37960333,37961664,1332,"*",3.77782,11.78304,"Rrm2b","Promoter","TSS"
"11635","chr15",38076852,38079329,2478,"*",4.38663,14.81964,"Ubr5","Promoter","TSS"
"11636","chr15",38299494,38302642,3149,"*",5.12681,26.92628,"Klf10","Promoter","TSS"
"11637","chr15",38384262,38385296,1035,"*",4.76808,17.63035,"Klf10","Intergenic","enhancer"
"11638","chr15",38468518,38473751,5234,"*",5.40206,21.59586,"Mir6951","Intergenic","enhancer"
"11639","chr15",38517878,38520693,2816,"*",2.70043,9.75459,"Azin1","Promoter","TSS"
"11640","chr15",38709578,38710933,1356,"*",3.00115,5.76037,"Gm45924","Intergenic","Intergenic"
"11641","chr15",39112065,39113508,1444,"*",7.12634,41.67963,"Dcaf13","Promoter","TSS"
"11642","chr15",39939261,39945493,6233,"*",7.01198,44.90689,"Lrp12","Promoter","TSS"
"11643","chr15",42674425,42676916,2492,"*",4.40168,14.26308,"Angpt1","Promoter","TSS"
"11644","chr15",44427188,44428783,1596,"*",3.80145,10.33091,"Eny2","Promoter","TSS"
"11645","chr15",44618548,44619937,1390,"*",2.8654,7.20781,"Ebag9","Promoter","TSS"
"11646","chr15",47186683,47233508,46826,"*",13.80528,106.71329,"Csmd3","Intergenic","enhancer"
"11647","chr15",51864478,51865983,1506,"*",3.45719,15.6861,"Eif3h","Promoter","TSS"
"11648","chr15",51990336,51992325,1990,"*",2.12913,3.683,"Rad21","Promoter","TSS"
"11649","chr15",55089628,55090898,1271,"*",5.54291,33.33331,"Dscc1","Promoter","TSS"
"11650","chr15",55556780,55559022,2243,"*",3.20122,6.8211,"Mtbp","Promoter","TSS"
"11651","chr15",57693685,57696321,2637,"*",3.47267,12.32591,"Zhx2","Promoter","TSS"
"11652","chr15",57890751,57894055,3305,"*",6.70256,32.30051,"Derl1","Promoter","TSS"
"11653","chr15",57906353,57907597,1245,"*",4.02666,13.62781,"Tbc1d31","Intergenic","enhancer"
"11654","chr15",57912266,57913375,1110,"*",7.20275,36.73867,"Tbc1d31","Promoter","TSS"
"11655","chr15",57974715,57977455,2741,"*",4.54828,18.62712,"Fam83a","Exon","Exon"
"11656","chr15",58075294,58077366,2073,"*",8.00306,44.15351,"Zhx1","Promoter","TSS"
"11657","chr15",58822469,58824081,1613,"*",5.19803,24.40206,"Tmem65","Promoter","TSS"
"11658","chr15",58871862,58874052,2191,"*",4.45503,16.95401,"Trmt12","Promoter","TSS"
"11659","chr15",58887835,58890386,2552,"*",4.4744,21.71597,"Rnf139","Promoter","TSS"
"11660","chr15",58932341,58935316,2976,"*",5.02698,33.42524,"Ndufb9","Promoter","TSS"
"11661","chr15",59080100,59081124,1025,"*",5.10195,19.30834,"Mtss1","Promoter","TSS"
"11662","chr15",59314407,59318011,3605,"*",7.40283,38.55771,"Sqle","Promoter","TSS"
"11663","chr15",59599185,59600520,1336,"*",4.91086,24.03624,"Trib1","Intron","Intron"
"11664","chr15",59646647,59648395,1749,"*",4.10055,12.8168,"Trib1","Promoter","TSS"
"11665","chr15",61983824,61989662,5839,"*",5.27845,27.35466,"Myc","Promoter","TSS"
"11666","chr15",62037604,62040091,2488,"*",5.44991,32.79479,"Pvt1","Promoter","TSS"
"11667","chr15",63996378,63998715,2338,"*",3.70141,9.71407,"Fam49b","Promoter","TSS"
"11668","chr15",64058604,64060999,2396,"*",5.52537,23.23774,"Fam49b","Promoter","TSS"
"11669","chr15",64185464,64186669,1206,"*",3.20122,6.8211,"Fam49b","Intron","Intron"
"11670","chr15",64311559,64314141,2583,"*",5.40915,25.01479,"Asap1","Promoter","TSS"
"11671","chr15",65628189,65629198,1010,"*",2.30088,2.51622,"Efr3a","Intergenic","enhancer"
"11672","chr15",65660598,65661714,1117,"*",2.20084,2.11698,"Efr3a","Intergenic","enhancer"
"11673","chr15",65668007,65669135,1129,"*",2.30088,2.51622,"Efr3a","Intergenic","enhancer"
"11674","chr15",65785792,65787960,2169,"*",6.50249,30.57146,"Efr3a","Promoter","TSS"
"11675","chr15",66967819,66970726,2908,"*",4.54828,18.62712,"Ndrg1","Promoter","TSS"
"11676","chr15",67038947,67041882,2936,"*",6.40834,32.81233,"Ndrg1","Intergenic","enhancer"
"11677","chr15",67172962,67178482,5521,"*",8.04571,45.90826,"St3gal1","Promoter","TSS"
"11678","chr15",68257239,68260081,2843,"*",7.7549,43.08334,"Zfat","Promoter","TSS"
"11679","chr15",73051614,73053733,2120,"*",5.06363,20.21917,"Trappc9","Promoter","TSS"
"11680","chr15",73059898,73061929,2032,"*",5.40934,31.79924,"Trappc9","Promoter","TSS"
"11681","chr15",73067075,73068173,1099,"*",3.31335,9.57083,"Trappc9","Intergenic","enhancer"
"11682","chr15",73089841,73091395,1555,"*",4.02061,18.86863,"Chrac1","Promoter","TSS"
"11683","chr15",73148233,73149703,1471,"*",6.92734,35.09326,"Ago2","Intron","Intron"
"11684","chr15",73183054,73185347,2294,"*",4.90187,17.82326,"Ago2","Promoter","TSS"
"11685","chr15",73511662,73514253,2592,"*",8.53039,50.71934,"Dennd3","Promoter","TSS"
"11686","chr15",73643415,73646734,3320,"*",5.40915,25.01479,"Slc45a4","Intergenic","enhancer"
"11687","chr15",73661467,73662902,1436,"*",4.76808,17.63035,"Slc45a4","Intergenic","enhancer"
"11688","chr15",73722990,73726940,3951,"*",5.91742,26.44597,"Ptp4a3","Promoter","TSS"
"11689","chr15",73731790,73733865,2076,"*",7.52194,43.04917,"Ptp4a3","Intron","Intron"
"11690","chr15",73747884,73749450,1567,"*",2.62277,7.15028,"Ptp4a3","Promoter","TSS"
"11691","chr15",74707741,74710675,2935,"*",3.70059,10.7125,"Jrk","Promoter","TSS"
"11692","chr15",74719883,74723212,3330,"*",4.17511,14.25857,"Them6","Promoter","TSS"
"11693","chr15",74917102,75081258,164157,"*",6.89738,67.18488,"Ly6a","Promoter","TSS"
"11694","chr15",75091978,75134774,42797,"*",3.70141,9.71407,"Ly6c2","Promoter","TSS"
"11695","chr15",75841194,75843000,1807,"*",8.01509,46.81708,"Zc3h3","Promoter","TSS"
"11696","chr15",75855837,75856924,1088,"*",4.23801,16.87014,"Gsdmd","Intergenic","enhancer"
"11697","chr15",75861962,75863031,1070,"*",4.59983,24.96947,"Gsdmd","Promoter","TSS"
"11698","chr15",75941102,75942623,1522,"*",4.98416,24.75975,"Zfp623","Promoter","TSS"
"11699","chr15",76008616,76010408,1793,"*",3.71559,17.56604,"Fam83h","Promoter","TSS"
"11700","chr15",76079315,76081726,2412,"*",8.20314,46.06163,"Puf60","Promoter","TSS"
"11701","chr15",76083001,76084035,1035,"*",4.90187,17.82326,"Puf60","Promoter","TSS"
"11702","chr15",76196583,76201121,4539,"*",5.05653,38.60257,"Plec","Promoter","TSS"
"11703","chr15",76203759,76208123,4365,"*",5.87948,42.19054,"Plec","Promoter","TSS"
"11704","chr15",76231113,76233009,1897,"*",2.90341,10.2091,"Plec","Promoter","TSS"
"11705","chr15",76241769,76243822,2054,"*",3.00525,10.0642,"Parp10","Promoter","TSS"
"11706","chr15",76326737,76332755,6019,"*",5.31147,29.37774,"Exosc4","Promoter","TSS"
"11707","chr15",76343149,76345770,2622,"*",7.83136,46.49522,"Cyc1","Promoter","TSS"
"11708","chr15",76348040,76353163,5124,"*",9.47773,75.30329,"Sharpin","Promoter","TSS"
"11709","chr15",76367814,76371104,3291,"*",3.15309,13.08718,"Hgh1","Promoter","TSS"
"11710","chr15",76378363,76381702,3340,"*",5.69664,51.70233,"Mroh1","Promoter","TSS"
"11711","chr15",76475937,76479143,3207,"*",6.44813,31.66812,"Bop1","Promoter","TSS"
"11712","chr15",76510916,76513076,2161,"*",6.82521,36.0408,"Dgat1","Promoter","TSS"
"11713","chr15",76537484,76540695,3212,"*",5.37893,45.1966,"Fbxl6","Promoter","TSS"
"11714","chr15",76605770,76607462,1693,"*",6.8026,33.17419,"Cpsf1","Promoter","TSS"
"11715","chr15",76616287,76618331,2045,"*",7.70294,41.33176,"Slc39a4","Promoter","TSS"
"11716","chr15",76624554,76626898,2345,"*",7.546,48.65453,"Vps28","Promoter","TSS"
"11717","chr15",76638456,76641195,2740,"*",4.00518,12.16816,"Tonsl","Promoter","TSS"
"11718","chr15",76658369,76661115,2747,"*",4.89192,21.55238,"Kifc2","Promoter","TSS"
"11719","chr15",76696160,76702124,5965,"*",5.42394,29.23211,"Mfsd3","Promoter","TSS"
"11720","chr15",76708234,76712225,3992,"*",4.80831,25.18777,"Lrrc14","Promoter","TSS"
"11721","chr15",76817148,76818776,1629,"*",7.30279,37.64493,"Arhgap39","Promoter","TSS"
"11722","chr15",76869854,76872388,2535,"*",4.40761,21.04612,"Zfp251","Promoter","TSS"
"11723","chr15",76879304,76881293,1990,"*",6.17266,33.85776,"Zfp7","Promoter","TSS"
"11724","chr15",76898512,76902191,3680,"*",8.0708,51.79232,"Commd5","Promoter","TSS"
"11725","chr15",76903278,76906404,3127,"*",5.97,41.95403,"Rpl8","Promoter","TSS"
"11726","chr15",76924532,76926433,1902,"*",5.30203,20.82874,"Zfp647","Promoter","TSS"
"11727","chr15",76944779,76945913,1135,"*",2.54281,4.62234,"1110038F14Rik","Promoter","TSS"
"11728","chr15",76947822,76949911,2090,"*",5.42394,29.23211,"1110038F14Rik","Promoter","TSS"
"11729","chr15",77595150,77597389,2240,"*",6.38922,30.97551,"Apol10b","Promoter","TSS"
"11730","chr15",77649878,77651433,1556,"*",3.50134,8.51735,"Apol11b","Intergenic","enhancer"
"11731","chr15",77815692,77816822,1131,"*",3.82797,11.99332,"Myh9","Intron","Intron"
"11732","chr15",77834696,77836181,1486,"*",4.1164,14.86359,"Myh9","Intron","Intron"
"11733","chr15",77837223,77843864,6642,"*",5.27336,35.44608,"Myh9","Promoter","TSS"
"11734","chr15",77854969,77855983,1015,"*",2.86085,5.29006,"Myh9","Intergenic","enhancer"
"11735","chr15",77873961,77874919,959,"*",4.42593,25.76804,"Myh9","Intergenic","enhancer"
"11736","chr15",77882179,77885728,3550,"*",5.6815,28.20217,"Myh9","Intergenic","enhancer"
"11737","chr15",77904375,77906788,2414,"*",8.20314,46.06163,"Txn2","Intergenic","enhancer"
"11738","chr15",77926611,77930251,3641,"*",4.90187,17.82326,"Txn2","Promoter","TSS"
"11739","chr15",77968474,77972258,3785,"*",6.28556,41.33354,"Eif3d","Promoter","TSS"
"11740","chr15",78172786,78176520,3735,"*",5.66091,33.22064,"Ift27","Promoter","TSS"
"11741","chr15",78242936,78248258,5323,"*",7.72428,43.4557,"Ncf4","Promoter","TSS"
"11742","chr15",78295853,78297219,1367,"*",2.87493,5.51672,"Csf2rb2","Exon","Exon"
"11743","chr15",78299479,78306841,7363,"*",10.80413,72.65726,"Csf2rb2","Promoter","TSS"
"11744","chr15",78321214,78322206,993,"*",2.40092,2.93073,"Csf2rb","Intergenic","enhancer"
"11745","chr15",78325253,78331599,6347,"*",11.38142,121.2735,"Csf2rb","Promoter","TSS"
"11746","chr15",78405565,78407886,2322,"*",7.54255,66.15062,"Tst","Promoter","TSS"
"11747","chr15",78447929,78451127,3199,"*",6.31778,30.66522,"Tmprss6","Intron","Intron"
"11748","chr15",78509762,78512362,2601,"*",9.20352,55.91536,"Il2rb","Intergenic","enhancer"
"11749","chr15",78528126,78530335,2210,"*",6.14395,40.50425,"C1qtnf6","Promoter","TSS"
"11750","chr15",78571264,78573186,1923,"*",6.37843,47.12516,"Rac2","Promoter","TSS"
"11751","chr15",78771493,78773424,1932,"*",5.65017,31.19534,"Mfng","Promoter","TSS"
"11752","chr15",78875823,78879271,3449,"*",6.4726,38.85938,"Gga1","Promoter","TSS"
"11753","chr15",78894466,78901669,7204,"*",3.79356,20.37703,"Sh3bp1","Promoter","TSS"
"11754","chr15",78914220,78916510,2291,"*",6.01512,29.33358,"Pdxp","Promoter","TSS"
"11755","chr15",78925300,78928087,2788,"*",10.90037,83.35134,"Lgals1","Promoter","TSS"
"11756","chr15",78934196,78936690,2495,"*",5.48311,25.73024,"Nol12","Promoter","TSS"
"11757","chr15",78947433,78948510,1078,"*",3.96919,19.66297,"Triobp","Promoter","TSS"
"11758","chr15",78982386,78984192,1807,"*",7.28758,48.29014,"Triobp","Promoter","TSS"
"11759","chr15",79027475,79030747,3273,"*",5.91148,29.68533,"H1f0","Promoter","TSS"
"11760","chr15",79038355,79042453,4099,"*",4.42882,26.71443,"Galr3","Promoter","TSS"
"11761","chr15",79061171,79062833,1663,"*",2.85102,6.4567,"Ankrd54","Promoter","TSS"
"11762","chr15",79066392,79067355,964,"*",2.29815,3.89312,"Ankrd54","Intergenic","enhancer"
"11763","chr15",79074515,79076203,1689,"*",7.04048,40.78953,"Eif3l","Promoter","TSS"
"11764","chr15",79106697,79110477,3781,"*",5.79042,33.13486,"Micall1","Promoter","TSS"
"11765","chr15",79327584,79329006,1423,"*",8.99563,80.54063,"Pla2g6","Promoter","TSS"
"11766","chr15",79347053,79349358,2306,"*",5.47088,28.33711,"Maff","Promoter","TSS"
"11767","chr15",79395575,79396832,1258,"*",4.34325,14.04426,"Tmem184b","Intron","Intron"
"11768","chr15",79402193,79404179,1987,"*",4.76427,22.6069,"Tmem184b","Promoter","TSS"
"11769","chr15",79413806,79415011,1206,"*",7.30279,37.64493,"Tmem184b","Intergenic","Intergenic"
"11770","chr15",79440450,79442726,2277,"*",5.71255,35.89605,"Csnk1e","Promoter","TSS"
"11771","chr15",79544539,79546528,1990,"*",3.89852,13.3487,"Ddx17","Promoter","TSS"
"11772","chr15",79658145,79661571,3427,"*",5.28161,22.58512,"Cby1","Promoter","TSS"
"11773","chr15",79670246,79672430,2185,"*",6.70256,32.30051,"Tomm22","Promoter","TSS"
"11774","chr15",79684204,79692590,8387,"*",7.50287,39.47635,"Gtpbp1","Promoter","TSS"
"11775","chr15",79741039,79743395,2357,"*",6.12003,27.70271,"Gm16576","Promoter","TSS"
"11776","chr15",79773441,79775494,2054,"*",6.93384,37.46404,"Dnal4","Promoter","TSS"
"11777","chr15",79777138,79779003,1866,"*",5.40505,22.73861,"Dnal4","Promoter","TSS"
"11778","chr15",79833125,79834651,1527,"*",3.64528,15.6482,"Cbx6","Promoter","TSS"
"11779","chr15",79869433,79872547,3115,"*",2.40092,2.93073,"Apobec3","Exon","Exon"
"11780","chr15",79877254,79880360,3107,"*",6.90264,34.0548,"Apobec3","Intergenic","enhancer"
"11781","chr15",79927162,79929107,1946,"*",3.11865,11.07935,"Cbx7","Exon","Exon"
